Brokertitle,Type,Price,Beds,Bath,Propertysqft,City,Address,Borough,Latitude,Longitude,Zip_code
Century Homes Realty Group LLC,Condo,418000,1,1,684,College Point,"120-17 Cove Ct Unit 91BCollege Point, NY 11356",QUEENS,40.7946644,-73.8473931,11356
5 Boro Realty Corp,Multi-family home,1399000,8,6,3448,Brooklyn,"1238 E 72nd StBrooklyn, NY 11234",MANHATTAN,40.6255774,-73.913355,11234
"Robert DeFalco Realty, Inc.",House,339000,2,1,700,Staten Island,"31 Center PlStaten Island, NY 10306",MANHATTAN,40.5633004,-74.1004012,10306
UNITED NATIONAL REALTY,Pending,599900,6,4,2184,Staten Island,"268 Westervelt AveStaten Island, NY 10301",MANHATTAN,40.6412495,-74.083228,10301
Corcoran Park Slope,Co-op,400000,1,1,2184,Queens,"21-55 34th Ave Apt 15BQueens, NY 11106",QUEENS,40.762146,-73.9318948,11106
qvtopservice,House,699000,3,1,4000,Saint Albans,"188-28 114th DrSaint Albans, NY 11412",MANHATTAN,40.6969277,-73.7655056,11412
Martini Real Estate,Condo,1325000,2,2,2184,New York,"40 W 55th St Apt 8DNew York, NY 10019",MANHATTAN,40.7622732,-73.9767193,10019
COMPASS,Condo,1750000,6,3,3364,Brooklyn,"1184 Nostrand AveBrooklyn, NY 11225",MANHATTAN,40.6585715,-73.9507462,11225
Awaye Realty,Multi-family home,2100000,3,3,2000,Brooklyn,"155 W 9th StBrooklyn, NY 11231",MANHATTAN,40.6756187,-74.0002793,11231
Douglas Elliman,Co-op,205900,1,1,750,Kew Gardens,"125-10 Queens Blvd Unit 821Kew Gardens, NY 11415",QUEENS,40.7119297,-73.826361,11415
"Behfar Team, Llc",Co-op,265000,1,1,765,Brooklyn,"1250 Ocean Pkwy Apt 2CBrooklyn, NY 11230",BROOKLYN,40.6180698,-73.9699744,11230
Douglas Elliman,Co-op,169999,1,1,2184,Howard Beach,"153-25 88th St Unit 2FHoward Beach, NY 11414",QUEENS,40.6661012,-73.8471882,11414
Keller Williams Realty NYC Grp,House,775000,3,1,1696,Bronx,"1217 Fairfax AveBronx, NY 10465",MANHATTAN,40.8377397,-73.8241472,10465
RE MAX Real Estate Professionals,House,685000,4,2,2269,Staten Island,"263 Richmond Hill RdStaten Island, NY 10314",MANHATTAN,40.5849183,-74.1599388,10314
Corcoran Chelsea/Flatiron,Co-op,699000,1,1,700,New York,"12 W 72nd St Apt 7HNew York, NY 10023",MANHATTAN,40.776434,-73.9771489,10023
COMPASS,Pending,420000,1,1,2184,Manhattan,"18 E 63rd St Apt 9Manhattan, NY 10065",MANHATTAN,40.7661564,-73.9700846,10065
Accomplish Realty Llc,Multi-family home,1245000,7,6,2184,East Elmhurst,"32-13 112th StEast Elmhurst, NY 11369",MANHATTAN,40.7591289,-73.8579008,11369
Sotheby's International Realty,Co-op,795000,1,1,2184,New York,"363 E 76th St Apt 14MNew York, NY 10021",MANHATTAN,40.7707242,-73.9542132,10021
The Bouklis Group,Condo,445000,3,1,402,Astoria,"25-74 34th St Unit 1CAstoria, NY 11103",QUEENS,40.7680157,-73.9174508,11103
CENTURY 21 Homefront,Co-op,399000,2,1,960,Brooklyn,"464 Neptune Ave Apt 2CBrooklyn, NY 11224",BROOKLYN,40.5792324,-73.9713245,11224
Excellent Realty Llc,Multi-family home,1990000,6,5,2150,Bayside,"204-18 46 AveBayside, NY 11361",MANHATTAN,40.7557556,-73.7774071,11361
Brown Harris Stevens,Co-op,529000,2,1,2184,Manhattan,"100 Overlook Terrace Ter Unit 312Manhattan, NY 10040",MANHATTAN,40.8558902,-73.9351781,10040
Corcoran West Side,Co-op,7500000,6,6,4200,New York,"1045 Park Ave # 10ABNew York, NY 10028",MANHATTAN,40.7802712,-73.9567847,10028
Corcoran Chelsea/Flatiron,Co-op,595000,1,1,2184,New York,"160 Cabrini Blvd Apt 73New York, NY 10033",MANHATTAN,40.8540347,-73.9393276,10033
Douglas Elliman,Co-op,525000,3,2,2184,Brooklyn,"458 Neptune Ave Apt 3RBrooklyn, NY 11224",BROOKLYN,40.5794182,-73.9709078,11224
USREALTY   .com,Co-op,479000,2,1,1100,Brooklyn,"2932 W 5th St Apt 17CBrooklyn, NY 11224",BROOKLYN,40.5778092,-73.9728288,11224
Brown Harris Stevens,Co-op,4995000,4,4,5500,Manhattan,"485 Park Avenue Ave Unit 11FLRManhattan, NY 10022",MANHATTAN,40.7622996,-73.9698344,10022
COMPASS,Co-op,460000,2,1,2184,Manhattan,"151 W 106th St Apt 5BManhattan, NY 10025",MANHATTAN,40.8002612,-73.9648347,10025
Ivey North Llc,House,1200000,4,2,2184,Bayside,"46-36 206 StBayside, NY 11361",MANHATTAN,40.75515,-73.7757869,11361
Sotheby's International Realty,Condo,5950000,2,2,1853,New York,"173 Perry St # 8NNew York, NY 10014",MANHATTAN,40.7347565,-74.0097145,10014
COMPASS,Condo,599000,1,1,626,Manhattan,"333 E 109th St Apt 2AManhattan, NY 10029",MANHATTAN,40.7920582,-73.9393346,10029
COMPASS,Co-op,350000,3,1,2184,Manhattan,"155 E 49th St Unit 5FManhattan, NY 10017",MANHATTAN,40.7556998,-73.9717539,10017
Oxford Property Group,Condo,420000,1,1,668,Brooklyn,"120 Ocean View Ave Unit 2CBrooklyn, NY 11235",BROOKLYN,40.5783101,-73.9670934,11235
Weichert Properties,Contingent,2400000,3,2,3248,Brooklyn,"891 Montgomery StBrooklyn, NY 11213",MANHATTAN,40.6647715,-73.9353047,11213
Corcoran Park Avenue South,Co-op,2199000,2,2,1770,New York,"565 W End Ave Apt 11DNew York, NY 10024",MANHATTAN,40.7899034,-73.9774703,10024
Brown Harris Stevens,Co-op,595000,1,1,700,Manhattan,"425 E 51st St Apt 2GManhattan, NY 10022",MANHATTAN,40.754338,-73.964711,10022
KORR REALTY,Co-op,249000,2,1,1000,Brooklyn,"2465 Haring St Apt 4DBrooklyn, NY 11235",BROOKLYN,40.5926635,-73.9388739,11235
COMPASS,Condo,11000000,4,4,3452,Manhattan,"177 9th Ave Ph AManhattan, NY 10011",MANHATTAN,40.7450569,-74.0027927,10011
Corcoran Chelsea/Flatiron,Co-op,585000,1,1,2184,New York,"900 W 190th St Apt 14SNew York, NY 10040",MANHATTAN,40.8570262,-73.9361002,10040
P R O Links Realty Inc,Multi-family home,1180000,8,4,3321,Bronx,"1246 Stratford AveBronx, NY 10472",MANHATTAN,40.8307543,-73.8757325,10472
Coldwell Banker Signature Prop,Co-op,115000,3,1,550,Bronx,"306 E Mosholu Pkwy S Apt 5CBronx, NY 10458",BRONX,40.8716219,-73.8826018,10458
Brown Harris Stevens,Condo,779000,1,1,638,Manhattan,"250 E 30th St Apt 6BManhattan, NY 10016",MANHATTAN,40.7422824,-73.9781111,10016
RE MAX Edge,Multi-family home,1850000,12,7,4719,Brooklyn,"715 55th StBrooklyn, NY 11220",MANHATTAN,40.6395826,-74.0081915,11220
Engel & V���������������������,Condo,9975000,3,3,2241,New York,"15 Central Park W Apt 16GNew York, NY 10023",MANHATTAN,40.7697189,-73.9810746,10023
Dom Realty of NY Inc,Townhouse,925000,3,2,1875,Fresh Meadows,"69-33 169 StFresh Meadows, NY 11365",MANHATTAN,40.7318932,-73.8001903,11365
COMPASS,Pending,360000,1,1,2184,Manhattan,"425 E 78th St Apt 1CManhattan, NY 10075",MANHATTAN,40.7711911,-73.9516646,10075
RE MAX Real Estate Professionals,House,685000,4,2,2269,Staten Island,"263 Richmond Hill RdStaten Island, NY 10314",MANHATTAN,40.5849183,-74.1599388,10314
COMPASS,Co-op,2750000,2,2,2184,Manhattan,"200 Central Park S Apt 20JManhattan, NY 10019",MANHATTAN,40.7666667,-73.9797008,10019
Brown Harris Stevens,Co-op,1450000,4,2,2184,Manhattan,"135 E 39th St Unit 1CDManhattan, NY 10016",MANHATTAN,40.7494389,-73.9768133,10016
Keller Williams NYC,Townhouse,3400000,5,4,4852,New York,"218 W 139th St Unit ThNew York, NY 10030",MANHATTAN,40.8180997,-73.9429051,10030
B Square Realty,Co-op,329000,2,1,2184,Bayside,"23-55 Bell Blvd Unit 4DBayside, NY 11360",QUEENS,40.7807824,-73.7743544,11360
Homefinders of SI Inc.,House,699000,3,2,1008,Staten Island,"402 Grandview AveStaten Island, NY 10303",MANHATTAN,40.6306551,-74.1655807,10303
Monticello Real Estate Group,Multi-family home,1075000,7,3,2184,Brooklyn,"198 Cooper StBrooklyn, NY 11207",MANHATTAN,40.6888948,-73.9059091,11207
Houlihan Lawrence Inc.,Multi-family home,790000,4,3,1784,Bronx,"1845 Tomlinson AveBronx, NY 10461",MANHATTAN,40.8510197,-73.8533944,10461
Corcoran Park Avenue South,Co-op,2199000,2,2,1770,New York,"565 W End Ave Apt 11DNew York, NY 10024",MANHATTAN,40.7899034,-73.9774703,10024
COMPASS,Condo,11000000,4,4,3452,Manhattan,"177 9th Ave Ph AManhattan, NY 10011",MANHATTAN,40.7450569,-74.0027927,10011
Corcoran Chelsea/Flatiron,Co-op,585000,1,1,2184,New York,"900 W 190th St Apt 14SNew York, NY 10040",MANHATTAN,40.8570262,-73.9361002,10040
Serhant,Condo,7750000,5,6,3701,Brooklyn,"50 Bridge Park Dr Unit 17AEBrooklyn, NY 11201",BROOKLYN,40.692916,-74.0008815,11201
Serhant,Townhouse,19995000,6,8,8757,New York,"80 Washington PlNew York, NY 10011",MANHATTAN,40.7318882,-73.9999891,10011
Sotheby's International Realty,Co-op,3375000,3,3,2184,New York,"1165 Fifth Ave # 8CNew York, NY 10029",MANHATTAN,40.7888952,-73.9545865,10029
ATLANTIC PROPERTIES REALTY INC,House,1175000,3,2,2184,Brooklyn,"3028 Brighton 7th StBrooklyn, NY 11235",MANHATTAN,40.5790606,-73.9612505,11235
Corcoran West Side Gallery,Co-op,3150000,4,3,2184,New York,"101 W 81st St # 615/616New York, NY 10024",MANHATTAN,40.7835147,-73.9748183,10024
Brown Harris Stevens,Co-op,15000000,4,6,2184,Manhattan,"820 Fifth Ave Unit MaisonetteManhattan, NY 10065",MANHATTAN,40.7668419,-73.9707457,10065
Douglas Elliman,Co-op,3150000,4,4,2184,New York,"870 Fifth Ave Unit 4HNew York, NY 10065",MANHATTAN,40.7699404,-73.9686033,10065
Douglas Elliman,Pending,825000,2,1,2184,Jackson Heights,"33-11 73rd StJackson Heights, NY 11372",MANHATTAN,40.7542784,-73.8933876,11372
NoBroker,House,899000,2,2,1056,Brooklyn,"1595 Independence AveBrooklyn, NY 11228",MANHATTAN,40.603279,-74.014377,11228
COMPASS,Condo,795000,1,1,860,Manhattan,"350 E 62nd St Apt 3BManhattan, NY 10065",MANHATTAN,40.7614804,-73.9610613,10065
RE MAX Real Estate Professionals,Co-op,275000,1,1,880,Brooklyn,"275 Webster Ave Apt 5ABrooklyn, NY 11230",BROOKLYN,40.6329634,-73.9709274,11230
RE MAX Distinguished Homes & Properties,Multi-family home,775000,6,2,2910,Bronx,"1989 Cruger AveBronx, NY 10462",MANHATTAN,40.8501271,-73.8669885,10462
Douglas Elliman,House,2150000,2,2,2184,New York,"300 E 40th St Apt 28BNew York, NY 10016",MANHATTAN,40.7479844,-73.9728389,10016
Amorelli Realty LLC,House,899000,3,1,2184,Woodside,"32-50 53 PlWoodside, NY 11377",MANHATTAN,40.7543613,-73.9077947,11377
Call It Home Realty LLC,House,699000,5,4,1838,Bronx,"2845 Decatur AveBronx, NY 10458",MANHATTAN,40.8677282,-73.8849595,10458
Promise Realty LLC,Multi-family home,904000,4,3,2184,Fresh Meadows,"158-20 77 AveFresh Meadows, NY 11366",MANHATTAN,40.7236308,-73.8094885,11366
Parkside Realty Of Queens Inc,House,669000,3,1,2184,Woodhaven,"91-09 95th StWoodhaven, NY 11421",MANHATTAN,40.6899622,-73.8484421,11421
E Z Sell Realty,Co-op,279000,1,1,2184,Rego Park,"99-05 63rd Dr Unit 14URego Park, NY 11374",QUEENS,40.7312899,-73.85773,11374
NEXTHOME PLATINUM PROPERTIES,Co-op,330000,1,1,656,Bayside,"17-85 215th St Unit 6KBayside, NY 11360",QUEENS,40.7843012,-73.7761962,11360
ATLANTIC PROPERTIES REALTY INC,House,1175000,3,2,2184,Brooklyn,"3028 Brighton 7th StBrooklyn, NY 11235",MANHATTAN,40.5790606,-73.9612505,11235
CLAS,Co-op,399000,3,1,2184,New York,"220 E 73rd St Unit 8GNew York, NY 10021",MANHATTAN,40.7697297,-73.9590126,10021
Corcoran East Side,Co-op,740000,2,1,2184,New York,"609 Columbus Ave Apt 18DNew York, NY 10024",MANHATTAN,40.7887084,-73.9700091,10024
Macaluso Realty,House,590000,5,3,1152,Far Rockaway,"665 Nasby PlFar Rockaway, NY 11691",MANHATTAN,40.6019328,-73.7587155,11691
RE MAX Distinguished Homes & Properties,Multi-family home,775000,6,2,2910,Bronx,"1989 Cruger AveBronx, NY 10462",MANHATTAN,40.8501271,-73.8669885,10462
Coordinate,House,1250000,3,2,2049,Brooklyn,"134 E 35th StBrooklyn, NY 11203",MANHATTAN,40.6520971,-73.9451094,11203
COMPASS,Co-op,975000,2,2,1270,Manhattan,"158-18 Riverside Dr W Unit 2EManhattan, NY 10032",MANHATTAN,40.8370331,-73.9477948,10032
Corcoran East Side,Condo,849000,3,2,2184,New York,"8 W 65th St Apt 1BNew York, NY 10023",MANHATTAN,40.7719831,-73.9802428,10023
Corcoran Brooklyn Heights,House,1699000,3,2,2200,Brooklyn,"93 Lexington Ave # 4Brooklyn, NY 11238",MANHATTAN,40.6870728,-73.9584649,11238
Corcoran West Side,Co-op,1195000,2,2,2184,New York,"444 E 84th St # 3GHNew York, NY 10028",MANHATTAN,40.77475,-73.9488864,10028
Keller Williams Realty Greater Nassau,Co-op,190000,3,1,500,Jamaica,"175-20 Wexford Ter Unit 8WJamaica, NY 11432",QUEENS,40.7122499,-73.78851,11432
Coldwell Banker Warburg,Co-op,405000,3,1,550,New York,"345 E 81st St Apt 2HNew York, NY 10028",MANHATTAN,40.7740666,-73.9522989,10028
Tudor Realty Services Corp.,Co-op,169500,1,1,2184,Bronx,"2080-2090 Barnes Ave Unit 5DBronx, NY 10462",BRONX,40.8531021,-73.8636237,10462
Voro Llc,House,738280,3,2,1302,Springfield Gardens,"224-20 145th RdSpringfield Gardens, NY 11413",MANHATTAN,40.6619508,-73.7548417,11413
RE MAX Edge,Multi-family home,950000,5,2,1660,Brooklyn,"3025 Brighton 8th StBrooklyn, NY 11235",MANHATTAN,40.5792869,-73.9603435,11235
Leven Real Estate,Condo,800000,3,1,916,New York,"15 Broad St Apt 1928New York, NY 10005",MANHATTAN,40.7067114,-74.010457,10005
Brooklyn Real Property Inc,Condo,359000,2,1,920,Brooklyn,"190 Cozine Ave Apt 3HBrooklyn, NY 11207",BROOKLYN,40.654871,-73.8847697,11207
Coldwell Banker Warburg,Co-op,1950000,2,3,2184,New York,"860 Fifth Ave Unit 4HNew York, NY 10065",MANHATTAN,40.7695956,-73.9688773,10065
BRPI,Townhouse,999000,7,4,2184,Brooklyn,"524 Wyona StBrooklyn, NY 11207",MANHATTAN,40.6656785,-73.8916486,11207
Corcoran Chelsea/Flatiron,Co-op,1950000,2,2,960,New York,"791 Greenwich St Apt 5New York, NY 10014",MANHATTAN,40.7373507,-74.0063169,10014
E Realty International Corp,Condo,649000,1,1,2184,New York,"362 W 127th St Unit 6BNew York, NY 10027",MANHATTAN,40.8121684,-73.9523535,10027
Winzone Realty Inc,Condo,1175000,4,2,2184,Whitestone,"168-46 Powells Cove Blvd Unit 21Whitestone, NY 11357",QUEENS,40.7932921,-73.7951779,11357
Island Group Realty Inc,House,799000,4,2,2184,Ozone Park,"133-22 Centreville StOzone Park, NY 11417",MANHATTAN,40.6757849,-73.8361627,11417
COMPASS,Condo,2950000,3,2,1709,Brooklyn,"360 Furman St Apt 337Brooklyn, NY 11201",BROOKLYN,40.6935342,-74.0002618,11201
NoBroker,Condo,358000,3,1,2184,Flushing,"150-38 Union Tpke Unit 11BFlushing, NY 11367",QUEENS,40.7187728,-73.811168,11367
Charles Rutenberg Realty Inc,Co-op,189999,1,1,2184,Kew Gardens,"83-55 Lefferts Blvd Unit 5CKew Gardens, NY 11415",QUEENS,40.704719,-73.832559,11415
NoBroker,Condo,760000,1,1,700,New York,"414 W 54th St Apt 4ENew York, NY 10019",MANHATTAN,40.766298,-73.9881994,10019
Exp Realty,Multi-family home,675999,3,2,2070,Bronx,"2067 Pitman AveBronx, NY 10466",MANHATTAN,40.8974036,-73.8427908,10466
One Realty Global Corp,Condo,380000,3,1,393,Brooklyn,"1548 72nd St Unit 1Brooklyn, NY 11228",BROOKLYN,40.6184843,-74.0001507,11228
One Realty Global Corp,Condo,380000,3,1,393,Brooklyn,"1548 72nd St Unit 1Brooklyn, NY 11228",BROOKLYN,40.6184843,-74.0001507,11228
Leven Real Estate,Condo,800000,3,1,916,New York,"15 Broad St Apt 1928New York, NY 10005",MANHATTAN,40.7067114,-74.010457,10005
East Coast Realty Partners,Co-op,379000,2,1,2184,Rego Park,"98-20 62 Dr Unit 14HRego Park, NY 11374",QUEENS,40.7334099,-73.85851,11374
Coldwell Banker Warburg,Co-op,995000,2,2,2184,New York,"164 E 72nd St Apt 13CNew York, NY 10021",MANHATTAN,40.7699248,-73.9617134,10021
BERGEN BASIN REALTY,Condo,649000,3,2,1150,Brooklyn,"1120 Bergen Ave Unit 88Brooklyn, NY 11234",BROOKLYN,40.6280068,-73.9155812,11234
RE MAX Edge,Condo,475000,1,1,739,Brooklyn,"3016 Brighton 5th St Apt 1CBrooklyn, NY 11235",BROOKLYN,40.5789422,-73.9632143,11235
Keller Williams Legendary,Pending,450000,2,1,2184,Jackson Heights,"37-26 87th St Unit 2FJackson Heights, NY 11372",QUEENS,40.749416,-73.8796895,11372
COMPASS,Townhouse,7250000,1,2,4930,Manhattan,"155 Duane StManhattan, NY 10013",MANHATTAN,40.7168184,-74.0085588,10013
RE MAX Real Estate Professionals,Multi-family home,1799000,11,6,5031,Brooklyn,"7619 21st AveBrooklyn, NY 11214",MANHATTAN,40.608348,-73.9903259,11214
TREBACH REALTY INC,House,1500000,8,5,2184,Bronx,"3251 Riverdale AveBronx, NY 10463",MANHATTAN,40.8838882,-73.908028,10463
Corcoran West Side Gallery,Condo,3995000,3,4,2456,New York,"360 E 88th St Ph 2BNew York, NY 10128",MANHATTAN,40.7781672,-73.9489094,10128
"Garfield, Leslie J. & Co., Inc.",Townhouse,2299000,7,6,2184,New York,"68 E 127th StNew York, NY 10035",MANHATTAN,40.8066101,-73.9390361,10035
Corcoran,Pending,210000,1,1,850,Kensington,"135 Ocean Pkwy Apt 1RKensington, NY 11218",BROOKLYN,40.6466766,-73.9740956,11218
Sotheby's International Realty,Co-op,3200000,3,4,1825,New York,"24 Central Park S # 5WNew York, NY 10019",MANHATTAN,40.7703005,-73.9804715,10019
East Coast Realty Partners Llc,Co-op,579000,3,2,1200,Rego Park,"61-15 98th St Unit 7JRego Park, NY 11374",QUEENS,40.7346339,-73.8602384,11374
ATLANTIC PROPERTIES REALTY INC,House,1175000,3,2,2184,Brooklyn,"3065 Brighton 4th StBrooklyn, NY 11235",MANHATTAN,40.577735,-73.9632478,11235
Block & Lot Real Estate SVC,Condo,648888,2,2,950,Flushing,"152-18 Union Tpke Unit 11DFlushing, NY 11367",QUEENS,40.7188694,-73.8111217,11367
EXIT ALL SEASONS REALTY,Multi-family home,989000,7,5,3978,Howard Beach,"79-09 153rd AveHoward Beach, NY 11414",MANHATTAN,40.6659011,-73.854748,11414
COMPASS,Co-op,995000,1,1,2184,Manhattan,"250 W 22nd St Apt 4BManhattan, NY 10011",MANHATTAN,40.7440497,-73.9980389,10011
Joe Hasselt Real Estate,Co-op,154900,1,1,700,Bronx,"3 Fordham Hill Oval Apt 4ABronx, NY 10468",BRONX,40.8646563,-73.9082145,10468
RE/MAX Edge,Condo,399000,1,1,577,Brooklyn,"231 68th St Apt 303Brooklyn, NY 11220",BROOKLYN,40.6373585,-74.0272224,11220
NoBroker,Condo,589000,3,1,415,New York,"500 W 43rd St Apt 12GNew York, NY 10036",MANHATTAN,40.7602412,-73.9954328,10036
Calabrese Real Estate,Pending,565000,2,2,1238,Staten Island,"537 Annadale RdStaten Island, NY 10312",MANHATTAN,40.5493207,-74.1744217,10312
NextHome Prestige,Townhouse,760000,2,2,2337,Staten Island,"142 Commodore DrStaten Island, NY 10309",MANHATTAN,40.5148559,-74.2032529,10309
Corcoran East Side,Condo,3795000,3,3,2250,New York,"201 E 80th St Apt 16ANew York, NY 10075",MANHATTAN,40.7747519,-73.9561067,10075
RE/MAX City Square,Co-op,199999,3,1,471,Forest Hills,"110-20 71st Ave Unit 231Forest Hills, NY 11375",QUEENS,40.7223099,-73.84153,11375
Brown Harris Stevens,Co-op,2500000,3,2,3200,Manhattan,"116 W 29th St Apt 3Manhattan, NY 10001",MANHATTAN,40.7468872,-73.9910651,10001
Duradox Management,House,749999,3,2,2184,Brooklyn,"536 E 51st StBrooklyn, NY 11203",MANHATTAN,40.6485435,-73.9292272,11203
COMPASS,Co-op,1595000,2,2,2184,Manhattan,"210 Riverside Dr Apt 6BManhattan, NY 10025",MANHATTAN,40.7942107,-73.9761618,10025
New Group Realty Inc,Co-op,258000,3,1,500,Flushing,"149-43 35th Ave Unit 2JFlushing, NY 11354",QUEENS,40.7666016,-73.8157611,11354
Precious Properties Corp.,House,685000,3,2,1280,Staten Island,"59 Bartlett AveStaten Island, NY 10312",MANHATTAN,40.5491914,-74.1660279,10312
Perfect Properties Corp,Multi-family home,599000,5,2,2184,Far Rockaway,"13-73 Beach Channel DrFar Rockaway, NY 11691",MANHATTAN,40.607379,-73.754678,11691
Sotheby's International Realty,Condo,3250000,3,2,2292,New York,"71 Ludlow St Apt 4BNew York, NY 10002",MANHATTAN,40.7175362,-73.9899587,10002
"Tom Crimmins Realty, Ltd.",Condo,245000,1,1,800,Staten Island,"1100 Clove Rd Apt 7BStaten Island, NY 10301",STATEN_ISLAND,40.6189484,-74.1071576,10301
Ernest Chi Real Estate LLC,Co-op,729000,3,2,1400,Bronx,"4555 Henry Hudson Pkwy Apt 903Bronx, NY 10471",BRONX,40.8924692,-73.9091145,10471
Richard Greco Real Estate,Multi-family home,779000,3,2,1557,Bronx,"1760 Tomlinson AveBronx, NY 10461",MANHATTAN,40.8494439,-73.8515779,10461
eXp Realty BKNY,Condo,1090000,3,3,1295,Brooklyn,"1845 52nd St Apt 27Brooklyn, NY 11204",BROOKLYN,40.6260941,-73.9815074,11204
Dreamlife Realty New York Llc,Co-op,365000,2,1,925,Brooklyn,"393 Avenue S Apt 4ABrooklyn, NY 11223",BROOKLYN,40.602199,-73.9709488,11223
COMPASS,Pending,1099000,1,1,715,Brooklyn,"2 Northside Piers Apt 6FBrooklyn, NY 11249",BROOKLYN,40.719753,-73.9642643,11249
Douglas Elliman,Townhouse,12495000,4,4,6310,New York,"44 E 82nd StNew York, NY 10028",MANHATTAN,40.7777566,-73.9600565,10028
UbiQ NY Ltd,Condo,1990000,2,2,1309,New York,"124 W 24th St Apt 2DNew York, NY 10011",MANHATTAN,40.7439229,-73.9937052,10011
Exp Realty,Multi-family home,1200000,6,4,2808,Bronx,"4036 Bell AveBronx, NY 10466",MANHATTAN,40.8928243,-73.8348075,10466
Reliable Sell & Buy Realty Inc,Co-op,473000,2,1,1000,Brooklyn,"150 W End Ave Apt 5HBrooklyn, NY 11235",BROOKLYN,40.5782536,-73.9534785,11235
COMPASS,Co-op,2348000,3,4,2184,Manhattan,"860 United Nations Plz Units 31 & 32DManhattan, NY 10017",MANHATTAN,40.7526263,-73.9658766,10017
"CORE Group Marketing, LLC",Condo,25000000,5,6,4089,New York,"555 W 22nd St Apt 11AWNew York, NY 10011",MANHATTAN,40.7481933,-74.006941,10011
Brown Harris Stevens,Condo,995000,1,1,2184,Manhattan,"305 Second Ave Unit 20Manhattan, NY 10003",MANHATTAN,40.7344156,-73.9836325,10003
RE/MAX Elite,Contingent,850000,8,3,1976,Brooklyn,"1681 Prospect PlBrooklyn, NY 11233",MANHATTAN,40.6729629,-73.9207117,11233
COMPASS,Townhouse,2950000,4,4,2184,Brooklyn,"111 Nelson StBrooklyn, NY 11231",MANHATTAN,40.6773575,-74.0013329,11231
Jeskell Realty Llc,Co-op,133000,1,1,630,Bronx,"3231 Barker Ave Unit LdBronx, NY 10467",BRONX,40.8720291,-73.8695302,10467
Ny Superior Realty,Multi-family home,1548000,9,4,4539,Corona,"104-14 37th AveCorona, NY 11368",MANHATTAN,40.7534193,-73.8628811,11368
R New York,Contingent,468000,3,1,2184,New York,"170 W End Ave Apt 3FNew York, NY 10023",MANHATTAN,40.7767637,-73.9843469,10023
BESMATCH REAL ESTATE,Multi-family home,850000,5,3,3024,Bronx,"931 Tilden StBronx, NY 10469",MANHATTAN,40.8770223,-73.8585612,10469
COMPASS,Co-op,2348000,3,4,2184,Manhattan,"860 United Nations Plz Units 31 & 32DManhattan, NY 10017",MANHATTAN,40.7526263,-73.9658766,10017
COMPASS,Co-op,1850000,3,2,2184,Manhattan,"235 E 22nd St Apt 11SManhattan, NY 10010",MANHATTAN,40.7377082,-73.9819095,10010
"CORE Group Marketing, LLC",Condo,25000000,5,6,4089,New York,"555 W 22nd St Apt 11AWNew York, NY 10011",MANHATTAN,40.7481933,-74.006941,10011
COMPASS,Condo,4995000,3,2,2803,Manhattan,"65 W 13th St Apt 10AManhattan, NY 10011",MANHATTAN,40.736841,-73.99679,10011
RE/MAX Team,Co-op,398800,1,1,2184,Jackson Heights,"3540 82nd St Apt 4DJackson Heights, NY 11372",QUEENS,40.7505816,-73.8847602,11372
EXIT REALTY PRIME,Co-op,142500,3,1,2184,Jamaica,"155-01 90 Ave Unit 6EJamaica, NY 11432",QUEENS,40.7048447,-73.8022389,11432
Century 21 Realty First,House,2570000,5,2,2000,Brooklyn,"9223 Ridge BlvdBrooklyn, NY 11209",MANHATTAN,40.6193875,-74.0353364,11209
"Robert E. Hill, Inc.",Co-op,225000,1,1,900,Bronx,"601 Pelham Pkwy N Apt 408Bronx, NY 10467",BRONX,40.8574263,-73.8708848,10467
Winzone Realty Inc,Co-op,345000,1,1,900,Flushing,"143-43 41 Ave Unit 4GFlushing, NY 11355",QUEENS,40.7606023,-73.8222658,11355
RE MAX Edge,House,875000,5,2,1974,Brooklyn,"1646 E 54th StBrooklyn, NY 11234",MANHATTAN,40.6174718,-73.9231114,11234
Berkshire Hathaway,Pending,1188000,7,2,2184,Richmond Hill,"86-17 105th StRichmond Hill, NY 11418",MANHATTAN,40.696809,-73.842496,11418
COMPASS,Co-op,694000,2,1,2184,Brooklyn,"345 Montgomery St Apt 4NBrooklyn, NY 11225",BROOKLYN,40.6657959,-73.9527658,11225
Douglas Elliman,Co-op,495000,1,1,2184,New York,"27 E 65th St Apt 2ENew York, NY 10065",MANHATTAN,40.767256,-73.9682231,10065
Corcoran Chelsea/Flatiron,Co-op,649000,1,1,687,New York,"400 E 56th St Apt 25KNew York, NY 10022",MANHATTAN,40.7571111,-73.9630783,10022
Douglas Elliman,Condo,659000,2,1,714,Brooklyn,"39 Argyle Rd Apt 4BBrooklyn, NY 11218",BROOKLYN,40.6486309,-73.9674377,11218
"Judy Z Etman, Realtor",Co-op,429000,2,1,850,Brooklyn,"160 72nd St Apt 758Brooklyn, NY 11209",BROOKLYN,40.6343667,-74.0311335,11209
Charles H. Greenthal Property,Pending,959000,2,2,1719,Floral Park,"27110 Grand Central Pkwy Apt 30OFloral Park, NY 11005",QUEENS,40.7564761,-73.7212008,11005
Keller Williams Hudson Valley United,Multi-family home,1299999,12,6,4125,Brooklyn,"213 Suydam StBrooklyn, NY 11237",MANHATTAN,40.7009355,-73.9250748,11237
